title,description,imageUrl,price
Roberto Cavalli Uomo Roberto Cavalli - 100 ml,"an elegant oriental fragrance for men that gives you great natural confidence and temptation, with a mixture of black violet, honey, and tonka beans.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/o/golden_scent_perfume_roberto_cavalli_perfumes_uomo_for_men_eau_de_toilette.jpg,167
Mancera Roses Vanille - 120 ml,"The perfumer Pierre Mancera presents Roses Vanille which hits you first with notes of fresh lemon of calabria and then sneaks on you with turkish delight and rose with the base notes of cedarwood, intense vanilla & white musk, which lingers on with you the whole day long with Sweet enough to capture you, rich enough to keep you and complex enough to seduce you fragrance.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/m/a/mancera_roses_vanille_3_1.jpg,409
Boucheron Quatre Pour Femme - 50 ml,"A fresh fragrance with delicious fruits of peach, strawberry, mandarin, orange, and apple that mixes with a soft and delicate scent of jasmine. This fragrance will touch your soul and adds a strong sense of happiness and beauty from the first moment.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/o/golden_scent_perfume_boucheron_perfumes_quatre_pour_femme_for_women_eau_de_perfum.jpg,240
Mont Blanc Explorer - 100 ml,"It is an amazing woody fragrance, designed for men. It's a fragrance that tells the story of adventures, quests and aspirations, in addition to exploring the world. High notes consist of Clary Sage, Pink Pepper, Bergamot, while bottom notes consist of Vetiver, Leather, Cedarwood. This complete blend gives an attractive fragrance.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/3/3386460101035c-mont-blanc-explorer---100-ml.jpg,205
Roberto Cavalli Paradiso Azzurro - 50 ml,"A floral fragrance for women inspired by the pictures of the golden light of the sunrise over the blue Mediterranean waters, with its enchanting blend of bergamot, peach, Kashmiri wood and vanilla.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/o/golden_scent_perfume_roberto_cavalli_perfumes_paradiso_azzurro_for_women_eau_de_parfum.jpg,174
Parfums de Marly Layton Exclusif EDP - 125 ml,"Luxurious woody fragrance made of the most rare components around the world. It all starts with notes of almond and bergamot mixed with sweetness of mandarin orange. The watery notes add some touch to the scent, which make it special. The rich heart has notes of rose and gardenia, mixed with geranium and the delicate water lily. The base has accords of guaiac wood, mixed with luxurious oud and Indonesian Patchouli and the amazing sandalwood. The notes of amber and oakmoss, mixed with pink pepper and vanilla adds to the richness of the composition.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/7/3700578518149_marly_layton_exclusif_edition_royal.jpg,1438
Juicy Couture Viva La Juicy - 100 ml,"alluring and charming, this fragrance is inspired by the sparkling girl. the Viva la Juicy girl finds priceless elegance in the everyday. Viva la Juicy mixes attractive wild berries and mandarin with creamy vanilla, praline, jasmine, and honeysuckle. Hugging the imprint Juicy addiction, Viva la Juicy is both hilarious and charming.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/j/u/juicy_couture_viva_la_juicy.jpg,252
Maqam Base of Soul EDP - 120 ml,"It takes only one encounter to fall in love with this oriental fragrance & reside in your memories forever! It has been composed as a sensual aroma, taking you on a profound journey into the world of Eastern notes. You will wander between saffron & rose elegance, settling on a soulful base combined by musk & sandalwood.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/m/a/maqam_base_of_soul-2.png,319
The Finest Rose EDP - 100 ml,"""Luxurious, Floral and soft""
A fragrant blend with endless creativity! Luxurious with its saffron component, Floral thanks to its Bulgarian rose notes and lilies, and soft from its attractive and romantic musk notes. This distinctive fragrance will not leave your side, as it lasts for long hours, and brings out a harmonious & beautiful Rose scent.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/t/h/the-finest-rose.jpg,249
Al Majed For Oud Maamoul Dossary - 100 ml,It's an oriental incense extracted from the luxurious oud to fill your house with vitality and freshness. The intense scent spreads quickly and lasts for a long time.,https://assets.goldenscent.com/catalog/product/cache/1/small_image/750x750/9df78eab33525d08d6e5fb8d27136e95/6/2/6285091015032-almajed-for-oud-maamoul-dossary---130-gm-1.png,58
Calvin Klein Euphoria Men Intense - 100 ml,"A mixture of an infinite number of oriental spices with strong fragrances that give you a distinctive oriental charm and a shiny romantic touch that makes you special on special days and special evenings, the fragrance has a strong smell that spreads quickly and draws attention easily to you",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/a/calvin_klein_euphoria_men_intense_eau_de_toilette_1.jpg,145
Penhaligon's The Tragedy of Lord George - 75 ml,"The Tragedy of Lord George by Penhaligon's is a popular oriental fragrance for men from its Portrait range. This perfume is perfect for men who want to smell different in all circumstances. This unique perfume smells masculine with notes of brandy, shaving soap, and tonka bean hypnotizing your senses.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/7/9/793675976069_penhaligon_s_the_tragedy_of_lord_g_edp_75ml_1.jpg,1254
Versace Crystal Noir EDP - 90 ml,"An oriental floral fragrance for women, giving you the perfect sensuality and charm, with a wonderful mixture of cardamom, peony, musk, and amber.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/v/e/versace_crystal_noir_eau_de_toilette_1.jpg,252
Very Important Notes No 2 EDP - 100 ml,"For the Royal soul in you. This fragrance is the most profound scent from Very Important Notes collection. A true eastern masterpiece, merging amber, oud wood, Bulgarian rose & saffron to bring out an exquisite scent of the desert.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/v/i/vin_2-ver2-3.jpg,295
Maqam Base of Melody EDP - 120 ml,"Playing its own melody & exotic oriental beauty, a true creative Arabian fragrance has emerged! Like a well-designed melody, this fragrance releases the most irresistible components gradually & elegantly. As it starts with gentle delicate notes of lavender & nutmeg, it then slowly draws you into a world of deeply earthy warm notes of patchouli & amber.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/m/a/maqam_base_of_melody-2.png,319
Givenchy L' Interdit - 50 ml,Givenchy L' Interditits new perfume for women with a new fragrance in a bold feminine style. With perfect and beautiful scents that allow no rules. An invitation to challenge convention and embrace your singularity.,https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/2/3274872372146_givenchy_l_interdit_edp_50_ml.jpg,362
Mont Blanc Emblem - 100 ml,"Emblem is Montblanc's latest masculine arrival embodies a unique authentic essence. A burst of clary sage and cardamom mixed with sparkling grapefruit immediately reveals a strong, contrasted, harmonious and flamboyant fragrance. The crispy green frosted violet leaves wrapped in cinnamon leaves capture the incredibly elegant character of the fragrance. The dry-down is an alchemy of vibrant precious woods with tonka beans, unveiling a very unique signature.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/3/3386460058735c-mont-blanc-emblem---100-ml.jpg,144
Dolce & Gabbana The One Mysterious Night - 100 ml,"A fragrance for men from the oriental spice family, masculine and very attractive, made especially for the distinctive and bold man, with a blend of saffron, oud, and tonka.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/d/_/d_g_the_one_exclusive_edition_1_.jpg,374
Dolce & Gabbana The One for Men EDT - 100 ml,"A woody fragrance for men characterized by its sense of elegance and charm, refreshing for all time, with a wonderful mixture of tobacco extract, spices, grapefruit, coriander and basil with accents of cardamom and ginger that highlight the beauty of your look.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/d/o/dolce_gabbana_the_one_for_men_eau_de_toilette_1.jpg,239
The Finest Oud EDP - 100 ml,"""Warm, deep and rich""
A fragrant blend with endless creativity! Rich in its luxurious oriental Oud, deep thanks to its amber and musky notes, and warm with its woody notes, cashmere, and guaiac. This distinctive aromatic fragrance will not leave your side, as it lasts for long hours, and brings out a harmonious & beautiful Oud scent.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/t/h/the-finest-oud.jpg,249
Maqam Base of Poetry EDP - 120 ml,"A romantic fragrance that conveys a beautiful mystical blend. A harmonious balance filled with appealing Arabian notes, easily distinguished from other oriental scents. In the beginning, it unveils refreshing aromas of orange & cinnamon, then reveals a passionate blend of roses & clove, surrendering at the end to a powerful base made from musk & vanilla.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/m/a/maqam_base_of_poetry-2.png,319
Versace Dylan Blue Pour Homme - 50 ml,"Aromatic fragrance for men reflects the colors of the Mediterranean Sea and its civilizations and contains distinctive fresh scents that have a sensual nature that combines desire, passion, ambition and sophistication with a mixture of bergamot, patchouli, musk, and saffron.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/o/golden_scent_perfume_versace_perfumes_dylan_blue_pour_homme_for_men_eau_de_toilette.jpg,245
Roberto Cavalli Nero Assoluto - 50 ml,"An oriental floral fragrance that gives you the perfect presence wherever you go, with an amazing mixture of orchids, vanilla, and ebony.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/o/roberto_cavalli_nero_absoluto_eau_de_parfum_1.jpg,169
Nicolai Patchouli Intense - 100 ml,"A multifaceted warm spicy and strong fragrance for men and women opens with lavender, geranium, orange. Heart notes are ceylon cinnamon, rose, patchouli. Base notes are sandalwood, amber, vanilla.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/o/golden_scent_perfume_nicolai_perfumes_patchouli_eau_de_parfum_100ml_1.jpg,1665
Givenchy Eau De Moiselle - 50 ml,"Create a vintage vibe around your outfit by wearing Eau Demoiselle perfume from Givenchy. This fragrance is wholly on its own. It is not quite modern but not quite traditional. It exists on its own terms with a composition that consists of notes of Italian winter lemon, tangerine, ylang-ylang, rose, Japanese basil, tonka, ambrette seed, and musk. Eau Demoiselle offers the sensation of walking through a garden on a dewy morning. Its composition was developed by the expert perfumer, Francois Demachy. This perfume is available in a gorgeous, cylindrical flacon.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/i/givenchy_eau_de_moiselle_eau_de_toilette_1.jpg,306
Remal Oud Wood Bakhoor - 100 ml,"Created from the finest oud wood, this classical incense is refined and long-lasting. It is distinguished by its woody aromatic fragrance, blended harmoniously with musk and amber, for a perfect Arabian aroma that fills all corners of your house. This incense contains one of the most popular types of oud, as the oud wood is distinguished by its unique smoky fragrance, which will surround the houseÃ¢â‚¬â„¢s atmosphere with a luxurious and sophisticated feel.",https://assets.goldenscent.com/catalog/product/cache/1/small_image/750x750/9df78eab33525d08d6e5fb8d27136e95/r/e/remal_oud_wood_2.jpg,125
Al Majed For Oud Dkhoon Al - 100 ml,"This incense is made of the elegant oriental oud extract, along with French touches of soft delicate scents. It spreads quickly, filling the place with an amazing scent that lasts for long hours. The scent is perfect for events and occasions.",https://assets.goldenscent.com/catalog/product/cache/1/small_image/750x750/9df78eab33525d08d6e5fb8d27136e95/6/2/6285091015131-almajed-for-oud-dakhoun-al-shiyoukh---56-gm-1.png,174
Givenchy Hot Couture - 50 ml,"Hot Couture was introduced in 2000. This womenÃ¢â‚¬â„¢s fragrance is chic, sexy and oh, so French. Top notes are bright, succulent and fruity. Raspberry and mandarin are the ideal counterpoints to bergamot for an irresistibly charming scent. Heart notes are warm and layered. The spicy heat offered by pepper is balanced by the lushness of magnolia and vetiverÃ¢â‚¬â„¢s dry woody scent. Hints of bitter chocolate weave through the base of sandalwood, amber, and musk. The perfume projects well, even during the colder months. This perfume is created for unusual woman, provocative and irresistibly charming.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/i/givenchy_hot_couture_edp.jpg,274
Calvin Klein Ck Beauty - 100 ml,"A modern perfume full of confidence and luster, it is a mixture of femininity and sophistication because it reflects the inner and outer spirit and beauty of women with its amazing ingredients, such as white musk mixed with amber and pleasant floral scents.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/o/golden_scent_perfume_calvin_klein_perfumes_beauty_for_women_eua_de_parfum-1.jpg,121
Remal Amber & Saffron Bakhoor - 100 ml,"This incense combines the finest and most valuable Arabic notes, to enjoy the richness of Amber & the earthly subtle scent of Saffron. It has a unique oriental charm, blended with oud wood and rose, to add a distinctive and magical atmosphere to your home.",https://assets.goldenscent.com/catalog/product/cache/1/small_image/750x750/9df78eab33525d08d6e5fb8d27136e95/7/4/745125060156-remal-amber-_-saffron-bakhoor.jpg,125
Maqam Base of Sight EDP - 120 ml,"This perfume holds a distinctive identity, idolizing oriental charm, and creating a mesmerizing ether. It revives an inspirational feel, thanks to its extracted Arabian & natural notes. Indulge in the luxury of geranium blooming flowers, coconut sweetness combined with the richness of woody notes & vanilla.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/m/a/maqam-sight-2.png,319
Al Mas Oud Mabkhar - 100 ml,Al Mas Oud Mabkhar a mix of natural scents that overwhelms the air with a very strong yet decadent Oud scent. A fragrance that lasts for a long time and brings calm to the place.,https://assets.goldenscent.com/catalog/product/cache/1/small_image/750x750/9df78eab33525d08d6e5fb8d27136e95/6/2/6287015120044_al_mas_oud_mabakhar35_g_1.jpg,35
Versace Eros Pour Homme - 100 ml,"For the strong man who is the master of himself, this oriental woody fragrance is dedicated to you. The composition has notes of mint in the top, geranium in the middle, and vanilla in the base, providing you with an irresistible scent that boosts your charismatic character at your special events.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/8/0/8011003861224-versace-versace-eros-pour-homme-edp-100-ml.jpg,299
Roberto Cavalli Paradiso Assoluto - 75 ml,"A chypre floral fragrance that represents the scents of a heavenly garden by its generous nature and dense flowers, and gives you an amazing refreshment, with a mixture of pink pepper, wild jasmine, and sandalwood.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/o/golden_scent_perfume_roberto_cavalli_perfumes_paradiso_assoluto_for_women_eau_de_perfum.jpg,137
Orto Parisi Terroni - 50 ml,The magic of nature is in harmony with the scents of cashmere and musk drops to caress your skin with an almost imperceptible force as the sun rays caress the earth and green rouge on it to increase the excitement of your feelings and your attraction towards your companion with all calm and love. The perfume was perfectly designed to be suitable for both men and women to enjoy exciting and special moments together.,https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/8/7/8717774840863-orto-parisi-orto-parisi-terroni-_u_-parfum-50-ml-1.jpg,720
Yves Saint Laurent Black Opium - 50 ml,"Black Opium, the new fragrance announced as a rock'n'roll interpretation of the classic that should highlight the dark, mysterious side of the YSL brand. Master perfumers Nathalie Lorson and Marie Salamagne, in collaboration with Olivier Cresp and Honorine Blanc, developed the composition. Notes of coffee, present in large quantities, dominate the scent. Additional accords are pink pepper, orange blossom, jasmine, vanilla, patchouli and cedar. The perfume comes in the bottle designed as the last editions of the Opium collection. The bottle is dark and decorated with sequins that give a glam rock look.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/y/v/yves_saint_laurant_black_opium.jpg,424
Remal Sandalwood Bakhoor - 100 ml,"Enjoy the most famous Arabic note in your home incense. This Sandalwood Bakhoor is blended with jasmine, Taif rose, and amber. This long-lasting warm floral home incense is distinguished by its sandalwood enchanting aroma, to enjoy a romantic homey atmosphere.",https://assets.goldenscent.com/catalog/product/cache/1/small_image/750x750/9df78eab33525d08d6e5fb8d27136e95/r/e/remal_sandalwood_2.jpg,125
The Finest Amber EDP - 100 ml,"“Sweet, Strong and Spicy""
A fragrant blend with endless creativity! Sweet notes of amber and delicious vanilla, strong thanks to its woody notes from sandalwood to patchouli, and spicy from its aromatic notes such as cardamom and nutmeg. This distinctive fragrance will not leave your side, as it lasts for long hours, and brings out a harmonious & beautiful Amber scent.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/t/h/the-finest-amber.jpg,249
Al Majed For Oud Oud Albait - 100 g,"It's an artificial stick with a charming oriental scent. It's professionally-designed to fill your house with a luxurious scent that adds to its beauty. Use this intense scent everyday, which makes your house have an amazing smell for a long time.",https://assets.goldenscent.com/catalog/product/cache/1/small_image/750x750/9df78eab33525d08d6e5fb8d27136e95/6/2/6285091015193-almajed-for-oud-_-_-_100_-1.png,242
Gucci Flora By Gucci EDP - 50 ml,"This sensual fragrance is dedicated for the woman who has a youthful, feminine spirit. It's inspired by the iconic Flora print of Gucci. It opens with mandarin and peony, then comes rose, pink pepper and the rare Osmanthus Flower in the heart. A mix of patchouli, sandalwood and vanilla comes at the base. The bottle is decorated with gold details on a black bow ribbon.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/u/gucci_flora_update-1.jpg,302
Burberry London - 100 ml,"A magical fragrance that reflects an elegant and exciting nature, thanks to the fresh notes of fresh Clementine oil mixed with rose extract enriched with the sweetness of honey blossom, to give you a feeling of vitality and elegance. Burberry London was created in 2006 by Dominique Ropion. His advertising campaign was used by actress Rachel Weiss and actor Ian Grover.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/b/u/burberry-burberry_london_for_woman_edp.jpg,170
Lorenzo Villoresi Teint De Neige EDP - 100 ml,"It's a delicate aromatic scent for both men and women that reminds of memories with its images, lights and atmosphere. Its rich extracts and precious notes of Ylang-Ylang, heliotrope and musk will envelop you with intense smell that you cannot resist.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/o/golden_scent_perfume_lorenzo_villoresi_firenze_perfumes_teint_de_neige_eau_de_parfum.jpg,790
Wataniya Set - 100 ml,"This set contains:
Roberto Cavalli Paradiso - 50 ml
Woody floral fragrance, a subtle aroma that makes you feel fresh with a stunning blend of citrus, jasmine, and cypress.
Ajmal Raindrops - 50 ml
Ajmal Raindrops An awesome perfume with unique floral, fruity and sensual notes for the ultra-modern woman of today. A modern scent, which exudes a sleek and simplistic elegance enveloping the wearer in a delicate weave of contemporary elements.
Burberry Body - 60 ml
This fragrance is full of femininity and vitality characterized by its pure and upscale composition of rose oil, California orange and black currant, as well as peach and berries, as well as its distinctive aromas of fresh green absintine mixed with sandalwood, as well as creamy vanilla and amber, which brings you back to everything that is natural and authentic.",https://assets.goldenscent.com/catalog/product/cache/1/small_image/750x750/9df78eab33525d08d6e5fb8d27136e95/s/b/sb100286--_-wataniya.png,359
Remal Rose & Oud Bakhoor - 100 ml,"This incense celebrates the union of two beautiful natural Arabic notes, distinguished by the Rose delicacy and Oud woody scent. This combination succeeds in creating a striking aromatic balance, to present an unforgettable Arabian scent at all times.",https://assets.goldenscent.com/catalog/product/cache/1/small_image/750x750/9df78eab33525d08d6e5fb8d27136e95/r/e/remal_rose_oud_2.jpg,125
Candy Addict V Vanille EDP - 50 ml,An intoxicating blend of vanilla and floral notes with a touch of Oriental! Take your perfume game to a whole new level with this one of a kind fragrance sensation.,https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/a/ca-v-vanille-edp-1.jpg,139
Dkhoun Alfaris - 100 ml,"This incense is made from the finest Arabian oud, mixed with saffron and amber and wrapped with a modern European touch. It adds a unique feeling to the place, which remains in the memory of your guests for long time.",https://assets.goldenscent.com/catalog/product/cache/1/small_image/750x750/9df78eab33525d08d6e5fb8d27136e95/3/9/390007-dkhoun-_-75gr-1.jpg,174
Yves Saint Laurent L'Homme - 100 ml,"A fresh and woody fragrance that plays on contrasts and leaves a magnetic, sensual trail. A fresh and sparkling opening. An elegant and modern character, made of floral and spicy notes. A woody ambery structure, deeply masculine. Notes of Bergamot, Ginger and Vetiver make this a must-have fragrance.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/y/s/ysl_l_homme_eau_de_toilette_2.jpg,587
Chopard Happy Spirit - 75 ml,This fruity fragrance comes with a fresh and sweet aroma of natural fruits that refreshes your senses and touches your heart with warmth and relaxation sensual feelings.,https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/h/chopard_happy_spirit.jpg,177
Burberry Mr. Burberry - 150 ml,"Your souls deserve fun with the sweet woody and citrusy scent present in this distinctive fragrance, it makes you very fresh and beautiful, which fits all the distinctive summer evening evenings and your special occasions.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/o/golden_scent_perfume_burberry_perfumes_mr._burberry_for_men_eau_de_perfum.jpg,169
Remal Taif Rose Bakhoor - 100 ml,"This incense is created from Taif rose, which grows gently in the lands of Saudi western mountains. This special aromatic Bakhoor offers you a fascinating national home scent, from a legacy that has been nurtured for centuries. It contains a blend of Taif roses, tea rose, vanilla and sandalwood for a luxurious and serene homey atmosphere.",https://assets.goldenscent.com/catalog/product/cache/1/small_image/750x750/9df78eab33525d08d6e5fb8d27136e95/r/e/remal_taif_rose_2.jpg,125
Remal Amber Bakhoor - 100 ml,"Explore this magnificent amber incense, a homey fragrance with a warm woody ambiance. This Bakhoor possesses the finest types of amber, for a luxurious cozy atmosphere that enhances the overall mood, giving you vibes of strength and greatness.",https://assets.goldenscent.com/catalog/product/cache/1/small_image/750x750/9df78eab33525d08d6e5fb8d27136e95/r/e/remal_amber_2.jpg,125
Al Mas Asheq Al Oud Bakhoor - 30 g,"A wonderful aromatic bakhoor that leaves a nice, oud fragrance that lasts all day, spreading love and happiness. It comes in a wonderful bottle with stylish packaging.",https://assets.goldenscent.com/catalog/product/cache/1/small_image/750x750/9df78eab33525d08d6e5fb8d27136e95/6/2/6287015120006_al_mas_asheq_al_oud_bakhoor_30g_1.jpg,42
Dolce & Gabbana The One for Women - 50 ml,"An oriental floral fragrance for the exceptional woman who instantly draws attention, not only with her looks but also with her morals and soul, with an elegant blend of mandarin extract, peach, jasmine, amber, and musk.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/d/o/dolce_gabbana_the_one_eau_de_parfum_1.jpg,299
Lacoste Pour Femme - 90 ml,"This floral musky fragrance is full of sensuality, thanks to its combination of jasmine, rose and musk. It embodies the free spirit of the modern woman, providing the feeling of freshness and sweetness.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/l/a/lacoste_pour_femme_eau_de_parfum_1.jpg,154
Guerlain Musc Noble - 125 ml,A floral woody aromatic perfume was perfectly designed to suit men and women. It has an amazing long-lasting blend that's rich in sandalwood and geranium scents mixed in very fine proportions with a group of strong and focused perfumes that touch your soul with love from the first moment and give you a very elegant and attractive look in every your important communities and special nights.,https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/3/3346470135079-guerlain-guerlain-musc-noble-_u_-edp-125-ml-1.jpg,567
Dolce & Gabbana Pour Femme Intense - 50 ml,"An oriental floral fragrance that reflects the power of sensual feelings, with an amazing blend of mandarin, green orange blossom, and sandalwood, expressing femininity and the Mediterranean spirit in addition to the strength, energy, and attractiveness of a woman.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/d/o/dolce_gabbana_pour_femme_eau_de_parfum_intense_1.jpg,269
Candy Addict Marshmallow Mash EDP - 50 ml,"Description
A deliciously nostalgic scent combination that will transport you to a land of funfairs and campfires with every spritz! The opening notes of juicy peach lead to the sweet marshmallow leaving you smelling good enough to eat! Marshmallow Mash is your go-to fragrance that keeps you sweetly fragranced throughout the day!",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/a/ca-marshmallow-mash-edp-1.jpg,139
